,Title,Type,Price,Location,Bathrooms,Size,Purpose,Bedrooms,Property Added
1625,Fully Renovated Apartment Available For Sale In Dha Phase 6 Karachi,Flat,PKR1.25 Crore,"DHA Defence, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,1 day ago
1626,500 yards Beautiful Exclusive Bungalow available for sale,House,PKR16.25 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
1627,500 Yards Beautiful Bungalow Is Available For Sale,House,PKR8.7 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1628,500 Sq Yards Top Quality Architecture Bungalow Available For Sale,House,PKR16.5 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
1629,500 Yards Brand New Top Quality Bungalow For Sale,House,PKR16 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
1630,500 Yards Brand New Bungalow With Basement Available For Sale,House,PKR16.5 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1631,500 Yards Owner Built Bungalow For Sale,House,PKR9 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1632,500 Yards Brand New Top Quality Architecture Bungalow For Sale,House,PKR22 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
1633,Exceptional 350 Sq Yards House In Navy Housing Scheme For Sale Karsaz - 5 Bedrooms - A Dream Home Awaits!,House,PKR13.75 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,4 weeks ago
1634,Precinct 12 Ali Block 125 Yards Villa,House,PKR1.23 Crore,"Bahria Town Karachi, Karachi, Sindh",4,125 Sq. Yd.,For Sale,3,4 weeks ago
1635,Get In Touch Now To Buy A House In DOHS Phase 2 Karachi,House,PKR6 Crore,"Cantt, Karachi, Sindh",4,311 Sq. Yd.,For Sale,3,4 weeks ago
1636,Prime Location In Askari 6 375 Square Yards House For Sale,House,PKR6.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,4 weeks ago
1637,375 Sq Yard House Is Available For Sale In Askari 5 Malir Cantt,House,PKR8.8 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,4 weeks ago
1638,Facing Park 900 Plus 900 Square Feet Spacious Flat Is Available In DHA Phase 2 Extension For sale,Flat,PKR1.2 Crore,"DHA Defence, Karachi, Sindh",3,100 Sq. Yd.,For Sale,2,4 weeks ago
1639,"Metro Central Bedroom Corner Brand New, 2000 Square Feet Covered Area, Block 9 Clifton,",Flat,PKR5.5 Crore,"Clifton, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,4 weeks ago
1640,Sawera Club Residency Apartment Available For Sale In Clifton Karachi,Flat,PKR7 Crore,"Clifton, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,4 weeks ago
1641,Dynasty Tower Clifton Block 9 Brand New Apartment Available For Sale In Clifton Block 9 Karachi,Flat,PKR7.5 Crore,"Clifton, Karachi, Sindh",5,289 Sq. Yd.,For Sale,4,4 weeks ago
1642,666 Sq Yards 24th Street B/W Rahat & Muhafiz Near Southend Club,House,PKR16 Crore,"DHA Defence, Karachi, Sindh",6,666 Sq. Yd.,For Sale,6,4 weeks ago
1643,Prime Location In Bahria Town - Precinct 19 Flat For Sale Sized 950 Square Feet,Flat,PKR58 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,3 days ago
1644,100 YARDS ARCHITECT DESIGNED STATE OF THE ART BRAND NEW BUNGALOW FOR SALE,House,PKR4.65 Crore,"DHA Defence, Karachi, Sindh",5,100 Sq. Yd.,For Sale,5,3 days ago
1645,West Open Brand New With Gas Ideal Location,House,PKR7.8 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,3 days ago
1646,Reserve A Flat Now In Askari 5,Flat,PKR3.75 Crore,"Cantt, Karachi, Sindh",3,286 Sq. Yd.,For Sale,3,3 days ago
1647,Chance Deal Available For Sale In Askari 5 - Sector F,Flat,PKR3.85 Crore,"Cantt, Karachi, Sindh",5,289 Sq. Yd.,For Sale,3,3 days ago
1648,2800 Square Feet Flat In Askari 5 - Sector J Installment Flat Available,Flat,PKR1.55 Crore,"Cantt, Karachi, Sindh",3,311 Sq. Yd.,For Sale,3,3 days ago
1649,Metro Centra Plaza Flat Is Available,Flat,PKR3 Crore,"Clifton, Karachi, Sindh",3,144 Sq. Yd.,For Sale,2,3 days ago
1650,1000 yards Modren Unique House for Sale,House,PKR35 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,1 day ago
1651,1000 Yards Architecture Bungalow For Sale,House,PKR38 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,1 day ago
1652,Portion Available For Sale Pechs Block 2,Upper Portion,PKR3 Crore,"Jamshed Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,1 day ago
1653,Portion With Roof. . .,Upper Portion,PKR4.8 Crore,"Jamshed Town, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,1 day ago
1654,1600 Square Feet Flat Is Available For Sale In PECHS Block 2,Flat,PKR3.9 Crore,"Jamshed Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,1 day ago
1655,Ground Portion Is For Sale,Lower Portion,PKR3.4 Crore,"Jamshed Town, Karachi, Sindh",3,144 Sq. Yd.,For Sale,3,1 day ago
1656,Ground Portion Is Available For Sale,Lower Portion,PKR2.5 Crore,"Jamshed Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
1657,"Ideal 1650 Square Feet Flat Available In PECHS Block 2, Karachi",Flat,PKR2.3 Crore,"Jamshed Town, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,1 day ago
1658,Reserve A Flat Now In Askari 5 - Sector J,Flat,PKR1.5 Crore,"Cantt, Karachi, Sindh",3,311 Sq. Yd.,For Sale,3,5 hours ago
1659,Get In Touch Now To Buy A Prime Location 1700 Square Feet Flat In Al-Murtaza Commercial Area,Flat,PKR3.3 Crore,"DHA Defence, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,4 weeks ago
1660,Prime Location Flat Of 1100 Square Feet Is Available For sale In Zulfiqar Commercial Area,Flat,PKR2.6 Crore,"DHA Defence, Karachi, Sindh",3,122 Sq. Yd.,For Sale,3,4 weeks ago
1661,Get In Touch Now To Buy A Main Double Road 600 Square Feet Flat In Kashmir Colony Kashmir Colony,Flat,PKR45 Lakh,"Kashmir Colony, Karachi, Sindh",2,67 Sq. Yd.,For Sale,2,4 weeks ago
1662,Ready To Buy A On Excellent Location Flat 900 Square Feet In Kashmir Colony,Flat,PKR80 Lakh,"Kashmir Colony, Karachi, Sindh",3,100 Sq. Yd.,For Sale,3,4 weeks ago
1663,Prominently-Located Street # Flat Available In Akhtar Colony For Sale,Flat,PKR58 Lakh,"Jamshed Town, Karachi, Sindh",3,94 Sq. Yd.,For Sale,3,4 weeks ago
1664,70 Square Yard Brand New Upper Portion Is Available For Sale In Federal B Area Block 2 Karachi,Upper Portion,PKR60 Lakh,"Federal B Area, Karachi, Sindh",2,70 Sq. Yd.,For Sale,2,4 weeks ago
1665,Flat Available For Sale,Flat,PKR1 Crore,"DHA Defence, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,4 weeks ago
1666,BAHRIA HEIGHTS 2 BED ULTRA LUXURY APARTMENT AVAILABLE FOR SALE,Flat,PKR85 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 weeks ago
1667,BAHRIA SPORTS CITY 350 SQ. YDS NEAR TO STADIUM LUXURY VILLA AVAILABLE FOR SALE,House,PKR2.07 Crore,"Bahria Town Karachi, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,4 weeks ago
1668,Buy your ideal 350 Square Yards House in a prime location of Karachi,House,PKR6.75 Crore,"Cantt, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,3 days ago
1669,233 Square Yard Villa For Sale In Precinct 11-A Bahria Town Karachi,House,PKR1.69 Crore,"Bahria Town Karachi, Karachi, Sindh",4,233 Sq. Yd.,For Sale,3,3 days ago
1670,1000 Yards CORNER Bungalow For Sale IN DHA 5,House,PKR14.5 Crore,"DHA Defence, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,-,3 days ago
1671,"3 Bed DD On 1700 Sq. Ft, Flat Available For Sale In Brand New Project ""Komal Heaven"" Located at ""Gulistan. e. jauhar"", Block-2, Near To Main University Road.",Flat,PKR2.45 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,189 Sq. Yd.,For Sale,3,3 days ago
1672,Best Project in Clifton,Flat,PKR7 Crore,"Clifton, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,3 days ago
1673,1ST FLOOR 4 BED DRAWING LOUNGE PORTION NEAR MADINA MASJID AND BAGH-E-MUSTAFA,Upper Portion,PKR2.45 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,240 Sq. Yd.,For Sale,4,3 days ago
1674,Luxury 2-Bedroom Apartment in Prime location with Premium Features,Flat,PKR2 Crore,"Bath Island, Karachi, Sindh",3,156 Sq. Yd.,For Sale,2,3 days ago
1675,Corner Portion. . . Ground Floor,Upper Portion,PKR3.75 Crore,"Jamshed Town, Karachi, Sindh",3,161 Sq. Yd.,For Sale,3,1 day ago
1676,Portion 2nd Floor With Roof,Upper Portion,PKR4 Crore,"Jamshed Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
1677,Flat for Sale,Flat,PKR2.5 Crore,"Jamshed Town, Karachi, Sindh",3,122 Sq. Yd.,For Sale,3,1 day ago
1678,550 Square Feet Upper Portion Is Available In Affordable Price In PECHS Block 2,Upper Portion,PKR67 Lakh,"Jamshed Town, Karachi, Sindh",2,61 Sq. Yd.,For Sale,2,1 day ago
1679,Flat For Sale,Flat,PKR2.5 Crore,"Shaheed Millat Road, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,1 day ago
1680,Your Search For Prime Location Upper Portion In Karachi Ends Here,Upper Portion,PKR2.8 Crore,"Jamshed Town, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,1 day ago
1681,4th Floor Flat Is Available For Sale,Flat,PKR1.8 Crore,"Jamshed Town, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,1 day ago
1682,Upper Portion For Sale Brand New,Upper Portion,PKR2.35 Crore,"Jamshed Town, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,1 day ago
1683,1650 Sqft Apartment In Hassan Extension Block 13A Gulshan E Iqbal,Flat,PKR2.49 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,4 weeks ago
1684,Beautiful Vvip Bangalow With Fully New Attachment Assccery And Furnished,House,PKR23 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,4 weeks ago
1685,Ground+1 Double Storey House AVAILABLE FOR SALE Hansa Society,House,PKR2.6 Crore,"Scheme 33, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,4 weeks ago
1686,"Prime Location In Clifton - Block 3 Of Karachi, A 3200 Square Feet Flat Is Available",Flat,PKR5.6 Crore,"Clifton, Karachi, Sindh",4,356 Sq. Yd.,For Sale,4,4 weeks ago
1687,Prime Location Portion,Upper Portion,PKR85 Lakh,"Federal B Area, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 weeks ago
1688,Well Decorated 3 Bed DD Flat In Kings Cottages Karachi,Flat,PKR1.65 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,4 weeks ago
1689,Prime Location 160 Square Yards House In Karachi Is Available For sale,House,PKR1.35 Crore,"Karachi Motorway, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,4 weeks ago
1690,Prime Location 120 Square Yards House For Sale In Rs. 9700000 Only,House,PKR97 Lakh,"Karachi Motorway, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,4 weeks ago
1691,1200 Square Feet Apart Available For Sale In Clifton Block 1 Karachi,Flat,PKR1.5 Crore,"Clifton, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,4 weeks ago
1692,"Excellent and Ideal Location Portion For Sale 2 Side Road Sided Corner Portion, 3 Bed Room Drawing Lounge 2nd Floor",Upper Portion,PKR1.45 Crore,"North Nazimabad, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,4 weeks ago
1693,West Open Park Facing Ground Floor For Sale Askari 5 Flat 3Bed DD,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",3,286 Sq. Yd.,For Sale,3,4 days ago
1694,427 Sq Yard Prime Location House Near Park N Mosque For Sale Sector H Askari 5 Malir Cantt,House,PKR10.35 Crore,"Cantt, Karachi, Sindh",5,427 Sq. Yd.,For Sale,5,4 days ago
1695,3 BED 2ND FLOOR APARTMENT OPPOSITE MANGAL BAZAR UNIVERSITY ROAD,Flat,PKR1.85 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,3 days ago
1696,TRIPLE STOREY G +2 NEWLY CONSTRUCTED HOUSE FOR SALE NEAR CROWN BAKERY,House,PKR4.99 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,150 Sq. Yd.,For Sale,9,3 days ago
1697,Apartment For sale,Flat,PKR4.25 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,178 Sq. Yd.,For Sale,3,3 days ago
1698,Flat Available For Sale In Saima Residency Saadi Town,Flat,PKR1.5 Crore,"Scheme 33, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,3 days ago
1699,160 Square Yards House In Saima Luxury Homes Best Option,House,PKR2.25 Crore,"Saima Luxury Homes, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,3 days ago
1700,Brand New Portion For Sale,Lower Portion,PKR2 Crore,"Jamshed Town, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 day ago
1701,Townhouse For Sale,House,PKR7.5 Crore,"Jamshed Town, Karachi, Sindh",5,200 Sq. Yd.,For Sale,5,1 day ago
1702,1000 Square Feet Lower Portion For Sale In Beautiful PECHS Block 2,Lower Portion,PKR1.35 Crore,"Jamshed Town, Karachi, Sindh",3,111 Sq. Yd.,For Sale,3,1 day ago
1703,Flat For Sale,Flat,PKR1.75 Crore,"Jamshed Town, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,1 day ago
1704,Beautiful Bungalow For Sale,House,PKR3.5 Crore,"DHA Defence, Karachi, Sindh",5,100 Sq. Yd.,For Sale,4,1 day ago
1705,PRECINCT 12 ALI BLOCK 125 SQ YDS LUXURY VILLA AVAILABLE FOR SALE,House,PKR1.35 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,4 weeks ago
1706,200 SQUARE YARDS MOST LUXURY VILLA IN PRECINCT 11-A AVAILABLE FOR SALE,House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 weeks ago
1707,Brand New 550 Sq Yard G+1 Corner House Available At Defence Phase I Malir Cantt Karachi.,House,PKR14.25 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,8,4 weeks ago
1708,Direct Deal Brand New 550 Sq Yrd House Available At Defence Phase 1 Malir Cantt Karachi.,House,PKR14.5 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,8,4 weeks ago
1709,Brand New Ultra Luxury Modern Architect Design Bungalow Town House Portion 1st Floor With Roof At Prime Location,Upper Portion,PKR3.5 Crore,"North Nazimabad, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,4 weeks ago
1710,Flat For sale 4 Bed DD Flat sector J Askari 5,Flat,PKR4.9 Crore,"Cantt, Karachi, Sindh",5,367 Sq. Yd.,For Sale,4,1 month ago
1711,Pak Air Crew Sector 19 A House For Sale,House,PKR4.5 Crore,"Scheme 33, Karachi, Sindh",4,600 Sq. Yd.,For Sale,4,1 month ago
1712,2 Bedroom Apartment For Sale in PECHS Block 2 Near Zahid Nihari Tariq Road,Flat,PKR2.15 Crore,"Jamshed Town, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,2 days ago
1713,Bungalow For Sale,House,PKR19.95 Crore,"DHA Defence, Karachi, Sindh",6,800 Sq. Yd.,For Sale,6,2 days ago
1714,Luxurious Pent House For Sale,Penthouse,PKR13 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",-,"1,333 Sq. Yd.",For Sale,-,4 days ago
1715,4 Bed DD Flat For Sale Sector J Askari 5 Malir cantt,Flat,PKR5.05 Crore,"Cantt, Karachi, Sindh",4,367 Sq. Yd.,For Sale,4,4 days ago
1716,3 Bed DD Brand New Flat For Sale Sector J Askari 5 Near Mosque,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1717,"Ideal Investment: House With Shop On Main Road, Sector 5C2 - Facing School And 12 Meter Road",House,PKR1.45 Crore,"North Karachi, Karachi, Sindh",4,80 Sq. Yd.,For Sale,5,13 hours ago
1718,UPPER PORTION WITH ROOF,Upper Portion,PKR4.15 Crore,"Jamshed Town, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,3 days ago
1719,Brand New Apartment 3 Bed For Sale,Flat,PKR3.6 Crore,"Shaheed Millat Road, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,3 days ago
1720,2 BED DD WELL DECORATED FLAT UP FOR SSLE,Flat,PKR1.4 Crore,"Guru Mandir Chorangi, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,3 days ago
1721,1100 SQFT 2 BED DD FLAT AVAILABLE FOR SALE AT JAMSHED ROAD NEAR GURUMANDIR KARACHI,Flat,PKR1.3 Crore,"Jamshed Road, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,3 days ago
1722,Prime Location 120 Square Yards House In Naya Nazimabad - Block A Is Available For sale,House,PKR2.8 Crore,"Naya Nazimabad, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 day ago
1723,Oyster View Apartment 3 Bedrooms For Sale Block 2 Clifton,Flat,PKR2.75 Crore,"Clifton, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,1 day ago
1724,Beautiful 4 Bedrooms Flat Available for sale in Badar Commercial DHA,Flat,PKR1.55 Crore,"DHA Defence, Karachi, Sindh",4,206 Sq. Yd.,For Sale,4,1 day ago
1725,4 bed Drawing Dining portion,Upper Portion,PKR5.25 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,1 week ago
1726,Vip 450 Yard Bungalow 13d1 Near Practical Ctr Commercial Property .,House,PKR20 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,450 Sq. Yd.,For Sale,7,1 week ago
1727,FLAT FOR SALE FARHAN CLASSIC GULSHAN E JAUHAR BLK,Flat,PKR1.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,1 week ago
1728,Ground Plus One House For Sale In Saadi Town,House,PKR2.05 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 week ago
1729,"Mont Vista Duplex For Sale With Extra Land Ready To Move, Furnished Apartment West Open With All Amenities. Personal Lift,Pure West Open, Parking, Stand By Generator, Security 24/7 ,Water 24/7 New Project.",Flat,PKR3.6 Crore,"North Nazimabad, Karachi, Sindh",3,244 Sq. Yd.,For Sale,3,1 week ago
1730,Brand New 2 bed Apartment Lift Gym Parking west open proper sea facing top floor prime location,Flat,PKR1.48 Crore,"Clifton, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,1 week ago
1731,500yard Phase6 Ownerbuilt Extraordnary Muslim Street Posh Area Chance Deal Owner Need Hard Cash 98000000,House,PKR9.8 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,2 weeks ago
1732,500yard Phase6 Ownerbuilt Extraordnary Shujaat Street Posh Area Chance Deal Owner Need Hard Cash 85000000,House,PKR8.5 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 weeks ago
1733,400 Yard Phase6 Owner built Extraordinary Bokhari Street Posh Area Chance Deal Owner Need Hard Cash 70000000,House,PKR7 Crore,"DHA Defence, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,2 weeks ago
1734,300 Yard Phase6 Owner Built Extraordinary Quite Street Posh Area Chance Deal Owner Need Hard Cash 65000000,House,PKR6.5 Crore,"DHA Defence, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,2 weeks ago
1735,For Sale Brand New 4Bed DD Flat For Sale Sector J 3300 Sq Feet,Flat,PKR4.75 Crore,"Cantt, Karachi, Sindh",4,367 Sq. Yd.,For Sale,4,4 days ago
1736,West Open 2nd Floor 3 Bed DD Flat Sector J G+11 Building Covered Car Parking,Flat,PKR4.35 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1737,1100 SQFT 2 BED DD EAST WEST BOTH SIDE OPEN FLAT AVAILABLE FOR SALE AT JAMSHED ROAD GURUMANDIR NEAR YAQOOB TERRACE KARACHI,Flat,PKR1.3 Crore,"Jamshed Road, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,3 days ago
1738,1700 SQFT 3 BED DD FLAT AVAILABLE FOR SALE AT JAMSHED ROAD GURUMANDIR NEAR KANZUL EMAN MASJID KARACHI,Flat,PKR2.7 Crore,"Jamshed Road, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,3 days ago
1739,Your Path to Luxury Begins at The Palace Residency,Flat,PKR3.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,256 Sq. Yd.,For Sale,4,3 days ago
1740,The Palace Residency: Your Gateway to Opulent Living,Flat,PKR3.6 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,256 Sq. Yd.,For Sale,4,3 days ago
1741,Discover Opulent Living Apartments With Al Fatah Brishna Heights,Flat,PKR1.74 Crore,"Scheme 33, Karachi, Sindh",3,129 Sq. Yd.,For Sale,2,3 days ago
1742,"Brand New 500 Yards Bungalow Available for Sale phase 6,Defence",House,PKR14 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1743,"Beautiful 3 Bedrooms Flat In Sea Breeze Block 2,Clifton",Flat,PKR2.5 Crore,"Clifton, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 day ago
1744,500yard Phase 6 Rahat Posh Area Nice Location Owner Need Hard Cash Hurryup 65000000,House,PKR6.5 Crore,"DHA Defence, Karachi, Sindh",4,300 Sq. Yd.,For Sale,4,2 weeks ago
1745,250yard Phase7 Sadi Posh Area Nice Location Owner Need Hard Cash Hurryup 59000000,House,PKR5.9 Crore,"DHA Defence, Karachi, Sindh",4,250 Sq. Yd.,For Sale,4,2 weeks ago
1746,500yard Phase 7 Posh Area Nice Location Owner Need Hard Cash Hurryup 62500000,House,PKR6.25 Crore,"DHA Defence, Karachi, Sindh",4,200 Sq. Yd.,For Sale,4,2 weeks ago
1747,Book A 750 Square Feet Flat In Federal B Area - Block 18,Flat,PKR55 Lakh,"Federal B Area, Karachi, Sindh",2,83 Sq. Yd.,For Sale,3,2 weeks ago
1748,New House For Sale Ground Plus 2 9 Bedroom And 9 Bathroom West Open Vip Location Near Food Store Block L North Nazimabad Karachi,House,PKR7.2 Crore,"North Nazimabad, Karachi, Sindh",6,256 Sq. Yd.,For Sale,9,2 weeks ago
1749,Brand New West &Amp; East Open 3 Bed Lounge Drawing 4 Bath Room In Shamsi,Upper Portion,PKR1.4 Crore,"Shah Faisal Town, Karachi, Sindh",4,140 Sq. Yd.,For Sale,3,2 weeks ago
1750,Brand New House For Sale On Most Prime Location,House,PKR7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,300 Sq. Yd.,For Sale,6,3 weeks ago
1751,Triplex Penthouse With Rooftop Pool 5 Bedrooms In Saima Hmr Waterfront Tower,Penthouse,PKR45 Crore,"DHA Defence, Karachi, Sindh",6,"1,389 Sq. Yd.",For Sale,6,3 weeks ago
1752,Brand New Town House For Sale,House,PKR10.55 Crore,"Jamshed Town, Karachi, Sindh",5,250 Sq. Yd.,For Sale,4,3 weeks ago
1753,Bungalow For Sale,House,PKR10.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
1754,SD House For Sale Dohs Phase 2 Street 6 311 Sq Yard,House,PKR6.5 Crore,"Cantt, Karachi, Sindh",4,311 Sq. Yd.,For Sale,4,4 days ago
1755,Ground Floor West Open Flat Askari 5 2600 Sq Feet G+9 Building,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,4 days ago
1756,Elevate Your Lifestyle With Type-a1 Splendor At Al Fatah Brishna Heights,Flat,PKR2.11 Crore,"Scheme 33, Karachi, Sindh",4,157 Sq. Yd.,For Sale,2,3 days ago
1757,Extra Ordinary Beautifully Furnished Flat For Sale In Heart Of Clifton Block 8,Flat,PKR10.5 Crore,"Clifton, Karachi, Sindh",4,500 Sq. Yd.,For Sale,4,3 days ago
1758,Brand New Spacious Apartment For Sale,Flat,PKR4.6 Crore,"DHA Defence, Karachi, Sindh",5,267 Sq. Yd.,For Sale,5,3 days ago
1759,Classy Apartment In the Premier Section Of Old Clifton,Flat,PKR10.5 Crore,"Old Clifton, Karachi, Sindh",3,317 Sq. Yd.,For Sale,3,3 days ago
1760,Beautiful Studio Apartment For Sale,Flat,PKR55 Lakh,"DHA Defence, Karachi, Sindh",2,61 Sq. Yd.,For Sale,-,3 days ago
1761,Beautiful 500 yards Bungalow available for sale in Phase 6 Defence,House,PKR12.5 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1762,"Prime Location In Scheme 33 Of Scheme 33, A 120 Square Yards House Is Available",House,PKR2.5 Crore,"Scheme 33, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 days ago
1763,Bungalow For Sale In Capital Co Operative Housing Society,House,PKR3.75 Crore,"Scheme 33, Karachi, Sindh",3,240 Sq. Yd.,For Sale,3,2 days ago
1764,Lower Portion For Sale Pechs Block 2,Lower Portion,PKR3.75 Crore,"Jamshed Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 days ago
1765,"Apartment For Sale - Touheed Commercial DHA Phase 5, Karachi",Flat,PKR95 Lakh,"DHA Defence, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,2 days ago
1766,Imperial Residency New Booking 3550 sq/ft 4 Bedroom With DD Plus Maid room Main Tariq Road Next To Shaheed-E-Millat Road,Flat,PKR7.5 Crore,PKR3.18 Crore,PKR9 Lakh,48 Months,"Shaheed Millat Road, Karachi, Sindh",5,394 Sq. Yd.
1767,Get Your Dream Prime Location House In North Karachi North Karachi,House,PKR65 Lakh,PKR10 Lakh,PKR2 Lakh,24 Months,"North Karachi, Karachi, Sindh",-,66 Sq. Yd.
1768,North Town Residency 3 Bed Lounge Flat Executive Block,Flat,PKR58 Lakh,"Gadap Town, Karachi, Sindh",3,100 Sq. Yd.,For Sale,3,2 days ago
1769,A Palatial Residence For sale In Falaknaz Dynasty Falaknaz Dynasty,Flat,PKR98 Lakh,"Falaknaz Dynasty, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,3 days ago
1770,Brand New House Available For Sale,House,PKR14.5 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,6,3 days ago
